"STATEFP,C,2","COUNTYFP,C,3","TRACTCE,C,6","BLKGRPCE,C,1","GEOID,C,12","NAMELSAD,C,13","MTFCC,C,5","FUNCSTAT,C,1","ALAND,N,14,0","AWATER,N,14,0","INTPTLAT,C,11","INTPTLON,C,12","in_region,N,2,1"
26,115,830800,3,261158308003,Block Group 3,G5030,S,46847324,707777,+41.9601925,-083.6241737,0
26,031,960500,1,260319605001,Block Group 1,G5030,S,44442408,23397576,+45.5376792,-084.5590519,0
26,163,550700,1,261635507001,Block Group 1,G5030,S,654178,0,+42.4077470,-082.8986101,0
26,163,550700,2,261635507002,Block Group 2,G5030,S,389836,0,+42.4032096,-082.9035005,0
26,163,550700,3,261635507003,Block Group 3,G5030,S,208339,0,+42.4066884,-082.9120184,0
26,163,550700,4,261635507004,Block Group 4,G5030,S,313267,0,+42.4125523,-082.9100789,0
26,163,550700,5,261635507005,Block Group 5,G5030,S,481678,0,+42.4103497,-082.9054520,0
26,115,830500,3,261158305003,Block Group 3,G5030,S,35184993,109785,+42.0529795,-083.5049680,0
26,115,830600,1,261158306001,Block Group 1,G5030,S,31341835,0,+42.0270407,-083.5671902,0
26,115,830600,2,261158306002,Block Group 2,G5030,S,28300127,284965,+42.0644358,-083.6012521,0
26,115,830600,3,261158306003,Block Group 3,G5030,S,32965390,0,+42.0295994,-083.6263107,0
26,115,830700,1,261158307001,Block Group 1,G5030,S,2285064,136917,+42.0757899,-083.6792010,0
26,115,830700,2,261158307002,Block Group 2,G5030,S,26250808,21263,+42.0659361,-083.7253936,0
26,115,830700,3,261158307003,Block Group 3,G5030,S,65583995,27359,+42.0285178,-083.7035821,0
26,115,830800,1,261158308001,Block Group 1,G5030,S,6822734,30388,+41.9711413,-083.6599760,0
26,115,830800,2,261158308002,Block Group 2,G5030,S,4918959,65607,+41.9403644,-083.6571707,0
26,163,542100,4,261635421004,Block Group 4,G5030,S,201614,0,+42.4121195,-083.2104187,0
26,115,830800,4,261158308004,Block Group 4,G5030,S,66303955,188142,+41.9525931,-083.7210417,0
26,075,006000,3,260750060003,Block Group 3,G5030,S,4338397,30430,+42.2502528,-084.3520513,0
26,075,006000,4,260750060004,Block Group 4,G5030,S,5508047,1355478,+42.2682150,-084.3143963,0
26,163,541500,2,261635415002,Block Group 2,G5030,S,386275,0,+42.4327270,-083.2613744,0
26,163,541700,1,261635417001,Block Group 1,G5030,S,693596,0,+42.4381093,-083.2716944,0
26,163,541700,2,261635417002,Block Group 2,G5030,S,586097,0,+42.4337949,-083.2749289,0
26,163,541800,1,261635418001,Block Group 1,G5030,S,646878,0,+42.4323754,-083.2826190,0
26,163,542100,2,261635421002,Block Group 2,G5030,S,177100,0,+42.4104855,-083.2017902,0
26,163,542100,3,261635421003,Block Group 3,G5030,S,213073,0,+42.4115953,-083.2070742,0
26,163,542100,5,261635421005,Block Group 5,G5030,S,244991,0,+42.4135495,-083.2156589,0
26,163,542200,3,261635422003,Block Group 3,G5030,S,212683,0,+42.4030774,-083.2095533,0
26,163,542300,2,261635423002,Block Group 2,G5030,S,255732,0,+42.3961459,-083.2025418,0
26,163,542400,1,261635424001,Block Group 1,G5030,S,183077,0,+42.3893642,-083.2003797,0
26,163,542600,1,261635426001,Block Group 1,G5030,S,300713,0,+42.3846977,-083.2016583,0
26,163,542400,2,261635424002,Block Group 2,G5030,S,238953,0,+42.3892962,-083.2052573,0
26,163,542500,1,261635425001,Block Group 1,G5030,S,303086,0,+42.3912891,-083.2097898,0
26,163,542500,2,261635425002,Block Group 2,G5030,S,251780,0,+42.3892007,-083.2148795,0
26,163,542600,4,261635426004,Block Group 4,G5030,S,316293,0,+42.3817272,-083.2042760,0
26,049,012201,3,260490122013,Block Group 3,G5030,S,4980580,699,+43.1013358,-083.6761690,0
26,049,012310,1,260490123101,Block Group 1,G5030,S,1104855,0,+43.1230026,-083.6959015,0
26,049,012311,2,260490123112,Block Group 2,G5030,S,2694977,9705,+43.1122829,-083.6819219,0
26,049,012501,1,260490125011,Block Group 1,G5030,S,22818038,242464,+43.1990295,-083.6097739,0
26,049,012501,2,260490125012,Block Group 2,G5030,S,23474335,9368,+43.1615959,-083.6044108,0
26,163,542900,3,261635429003,Block Group 3,G5030,S,314333,0,+42.3973372,-083.2251304,0
26,081,014501,1,260810145011,Block Group 1,G5030,S,8054374,15466,+42.8666771,-085.7528963,0
26,081,004500,2,260810045002,Block Group 2,G5030,S,687406,0,+42.9028215,-085.6158404,0
26,163,550600,3,261635506003,Block Group 3,G5030,S,518021,0,+42.3912824,-082.9003800,0
26,115,830900,2,261158309002,Block Group 2,G5030,S,36543932,157335,+41.9835721,-083.5319112,0
26,049,012503,1,260490125031,Block Group 1,G5030,S,10765792,6077,+43.1568106,-083.6687953,0
26,049,012503,2,260490125032,Block Group 2,G5030,S,10411034,2808,+43.1563544,-083.6495909,0
26,049,012504,1,260490125041,Block Group 1,G5030,S,21130758,25504,+43.2001782,-083.6652375,0
26,049,012601,1,260490126011,Block Group 1,G5030,S,13204225,14548,+43.1949122,-083.9140656,0
26,115,831000,2,261158310002,Block Group 2,G5030,S,30048762,249861,+41.9272259,-083.5168249,0
26,075,005100,2,260750051002,Block Group 2,G5030,S,9874592,128762,+42.1876096,-084.3775531,0
26,075,005200,1,260750052001,Block Group 1,G5030,S,2284364,60642,+42.2053004,-084.4159235,0
26,075,005200,3,260750052003,Block Group 3,G5030,S,868778,0,+42.2101525,-084.4331719,0
26,075,005301,1,260750053011,Block Group 1,G5030,S,4947497,10004,+42.2400516,-084.4690892,0
26,075,005302,1,260750053021,Block Group 1,G5030,S,4496995,31891,+42.2241509,-084.4480571,0
26,075,005302,2,260750053022,Block Group 2,G5030,S,5306929,16273,+42.2178220,-084.4709559,0
26,075,005400,1,260750054001,Block Group 1,G5030,S,13049515,138918,+42.2367138,-084.5070671,0
26,163,542800,1,261635428001,Block Group 1,G5030,S,314254,0,+42.3902347,-083.2201022,0
26,163,542800,3,261635428003,Block Group 3,G5030,S,243536,0,+42.3900366,-083.2291308,0
26,163,542900,1,261635429001,Block Group 1,G5030,S,356773,0,+42.4028120,-083.2282681,0
26,163,542900,4,261635429004,Block Group 4,G5030,S,322708,0,+42.3972389,-083.2299702,0
26,163,543200,2,261635432002,Block Group 2,G5030,S,474311,0,+42.4110323,-083.2536680,0
26,163,543200,1,261635432001,Block Group 1,G5030,S,460335,0,+42.4128305,-083.2431157,0
26,163,543200,3,261635432003,Block Group 3,G5030,S,351233,0,+42.4096534,-083.2452559,0
26,163,543400,1,261635434001,Block Group 1,G5030,S,341994,0,+42.4042263,-083.2401792,0
26,165,380800,2,261653808002,Block Group 2,G5030,S,883527,967664,+44.2393048,-085.4115995,0
26,049,012601,2,260490126012,Block Group 2,G5030,S,7269234,242978,+43.1947808,-083.8872553,0
26,049,012602,1,260490126021,Block Group 1,G5030,S,1291416,0,+43.1799011,-083.8931779,0
26,115,831300,4,261158313004,Block Group 4,G5030,S,684280,80333,+41.9304416,-083.3343458,0
26,163,543400,2,261635434002,Block Group 2,G5030,S,295016,0,+42.4041044,-083.2352829,0
26,163,543400,3,261635434003,Block Group 3,G5030,S,425109,0,+42.3976691,-083.2368172,0
26,049,012603,1,260490126031,Block Group 1,G5030,S,18582298,18775,+43.1539142,-083.9031281,0
26,049,012603,2,260490126032,Block Group 2,G5030,S,25130918,468912,+43.1577848,-083.8470715,0
26,049,012702,1,260490127021,Block Group 1,G5030,S,5762489,5158,+42.9686133,-083.8221332,0
26,049,012702,2,260490127022,Block Group 2,G5030,S,1625217,0,+42.9619057,-083.8191816,0
26,049,012702,3,260490127023,Block Group 3,G5030,S,1968557,0,+42.9524595,-083.8383078,0
26,049,012703,1,260490127031,Block Group 1,G5030,S,26883093,12109,+43.0197843,-083.8937154,0
26,049,012703,2,260490127032,Block Group 2,G5030,S,27927363,9304,+42.9780149,-083.8975853,0
26,049,012704,2,260490127042,Block Group 2,G5030,S,13081917,292,+43.0195401,-083.8403274,0
26,115,831200,5,261158312005,Block Group 5,G5030,S,2467198,0,+41.9996395,-083.3498592,0
26,115,831200,1,261158312001,Block Group 1,G5030,S,2796957,0,+41.9998732,-083.3684276,0
26,115,831300,1,261158313001,Block Group 1,G5030,S,624278,11838,+41.9442570,-083.3092720,0
26,115,831300,2,261158313002,Block Group 2,G5030,S,722019,0,+41.9399269,-083.3177439,0
26,115,831300,3,261158313003,Block Group 3,G5030,S,926850,19083,+41.9329155,-083.3265038,0
26,049,010304,3,260490103043,Block Group 3,G5030,S,2460946,0,+43.0833776,-083.7233653,0
26,049,012801,1,260490128011,Block Group 1,G5030,S,28950132,333520,+42.9380157,-083.8962436,0
26,049,012802,1,260490128021,Block Group 1,G5030,S,15083061,7370,+42.9379751,-083.8360951,0
26,049,010603,3,260490106033,Block Group 3,G5030,S,1162693,0,+43.0642586,-083.8226456,0
26,163,543600,1,261635436001,Block Group 1,G5030,S,332400,0,+42.3966397,-083.2591202,0
26,163,543600,2,261635436002,Block Group 2,G5030,S,637814,0,+42.3967929,-083.2517844,0
26,163,543600,3,261635436003,Block Group 3,G5030,S,433875,0,+42.3969543,-083.2437008,0
26,163,543700,1,261635437001,Block Group 1,G5030,S,396807,0,+42.3860359,-083.2406959,0
26,163,543700,3,261635437003,Block Group 3,G5030,S,499663,0,+42.3908978,-083.2341430,0
26,115,831300,5,261158313005,Block Group 5,G5030,S,12047098,0,+41.9504087,-083.3493042,0
26,163,551400,3,261635514003,Block Group 3,G5030,S,388613,0,+42.4418312,-082.9226117,0
26,049,012802,2,260490128022,Block Group 2,G5030,S,15903746,10069,+42.8947018,-083.8278585,0
26,049,012904,2,260490129042,Block Group 2,G5030,S,11143141,3444,+42.9231176,-083.7691259,0
26,049,012905,2,260490129052,Block Group 2,G5030,S,5544754,25272,+42.9470586,-083.7064540,0
26,049,012906,1,260490129061,Block Group 1,G5030,S,15998791,146364,+42.8930821,-083.7096898,0
26,049,013001,2,260490130012,Block Group 2,G5030,S,11893752,727011,+42.7990952,-083.8909358,0
26,121,000500,1,261210005001,Block Group 1,G5030,S,312551,0,+43.2316973,-086.2409307,0
26,121,001901,2,261210019012,Block Group 2,G5030,S,5703708,3090,+43.2449668,-086.1594958,0
26,121,002500,3,261210025003,Block Group 3,G5030,S,1550455,0,+43.1569759,-086.2772340,0
26,093,710500,1,260937105001,Block Group 1,G5030,S,13332763,812042,+42.7508420,-083.7333696,0
26,077,002802,1,260770028021,Block Group 1,G5030,S,32351458,429762,+42.3855113,-085.5597147,0
26,133,970600,1,261339706001,Block Group 1,G5030,S,4175392,56527,+43.8686001,-085.4976595,0
26,133,970400,4,261339704004,Block Group 4,G5030,S,5252963,247134,+43.8942938,-085.2915542,0
26,133,970500,2,261339705002,Block Group 2,G5030,S,75196204,538663,+43.8445712,-085.1298379,0
26,125,981000,1,261259810001,Block Group 1,G5030,S,5033002,468539,+42.6386986,-083.5537189,0
26,115,831400,4,261158314004,Block Group 4,G5030,S,6752094,204838,+41.9373154,-083.4422925,0
26,115,831400,5,261158314005,Block Group 5,G5030,S,4968539,0,+41.9462305,-083.4232217,0
26,115,831500,3,261158315003,Block Group 3,G5030,S,1134501,0,+41.9265366,-083.3962833,0
26,115,831500,1,261158315001,Block Group 1,G5030,S,742971,64039,+41.9239202,-083.4040539,0
26,049,010305,1,260490103051,Block Group 1,G5030,S,3746508,47951,+43.1029002,-083.7184772,0
26,049,010305,2,260490103052,Block Group 2,G5030,S,415127,0,+43.0935587,-083.7173581,0
26,049,010305,3,260490103053,Block Group 3,G5030,S,633209,0,+43.0949349,-083.7103461,0
26,049,010305,4,260490103054,Block Group 4,G5030,S,351650,0,+43.0953853,-083.7045320,0
26,049,010501,1,260490105011,Block Group 1,G5030,S,3292567,0,+43.0535897,-083.7469544,0
26,049,010502,1,260490105021,Block Group 1,G5030,S,7873270,86585,+43.0714139,-083.7874777,0
26,049,010502,2,260490105022,Block Group 2,G5030,S,7030323,59114,+43.0520109,-083.7859853,0
26,049,010504,1,260490105041,Block Group 1,G5030,S,8730304,0,+43.1268717,-083.7312783,0
26,049,010504,2,260490105042,Block Group 2,G5030,S,10931151,25260,+43.1069772,-083.7414155,0
26,049,010603,1,260490106031,Block Group 1,G5030,S,1342230,105088,+43.0714170,-083.8206258,0
26,049,010604,1,260490106041,Block Group 1,G5030,S,1559387,30742,+43.0591791,-083.8620371,0
26,163,550900,1,261635509001,Block Group 1,G5030,S,822911,812270,+42.4444031,-082.8736606,0
26,163,550800,1,261635508001,Block Group 1,G5030,S,1864650,930352,+42.4169429,-082.8975897,0
26,163,550800,2,261635508002,Block Group 2,G5030,S,414298,0,+42.4210086,-082.9077339,0
26,163,550900,2,261635509002,Block Group 2,G5030,S,829058,480779,+42.4213700,-082.8824503,0
26,163,551500,2,261635515002,Block Group 2,G5030,S,958222,0,+42.4355983,-082.9336446,0
26,163,551100,1,261635511001,Block Group 1,G5030,S,1374475,0,+42.4368180,-082.8939762,0
26,163,551400,4,261635514004,Block Group 4,G5030,S,257274,0,+42.4418725,-082.9280656,0
26,163,551500,1,261635515001,Block Group 1,G5030,S,648211,0,+42.4388944,-082.9313676,0
26,157,001300,1,261570013001,Block Group 1,G5030,S,46649111,5337,+43.2769395,-083.6491089,0
26,115,831600,1,261158316001,Block Group 1,G5030,S,1509209,301448,+41.9399546,-083.3810764,0
26,115,831600,2,261158316002,Block Group 2,G5030,S,658767,0,+41.9299522,-083.3840630,0
26,049,013002,1,260490130021,Block Group 1,G5030,S,18003035,813409,+42.8142302,-083.8410323,0
26,049,013002,2,260490130022,Block Group 2,G5030,S,3955027,555828,+42.7931112,-083.8460379,0
26,049,013111,1,260490131111,Block Group 1,G5030,S,3937540,785780,+42.8398244,-083.7567256,0
26,049,013111,2,260490131112,Block Group 2,G5030,S,4528338,2173270,+42.8229573,-083.7551050,0
26,049,013113,2,260490131132,Block Group 2,G5030,S,3406278,104428,+42.8231466,-083.7724167,0
26,049,013202,2,260490132022,Block Group 2,G5030,S,4767834,136670,+42.8085304,-083.6973288,0
26,049,013202,4,260490132024,Block Group 4,G5030,S,816571,0,+42.8027926,-083.7124463,0
26,157,001200,1,261570012001,Block Group 1,G5030,S,52077355,22485,+43.2851721,-083.3883632,0
26,157,001200,3,261570012003,Block Group 3,G5030,S,39124283,817556,+43.2884230,-083.4707346,0
26,157,001200,2,261570012002,Block Group 2,G5030,S,38282960,1243547,+43.2459635,-083.4705775,0
26,157,001300,3,261570013003,Block Group 3,G5030,S,38107492,11262,+43.2570263,-083.5781431,0
26,163,552000,2,261635520002,Block Group 2,G5030,S,268578,0,+42.4037198,-083.0603045,0
26,163,543800,1,261635438001,Block Group 1,G5030,S,343937,0,+42.3893780,-083.2588347,0
26,163,543800,2,261635438002,Block Group 2,G5030,S,654754,0,+42.3894261,-083.2515085,0
26,163,551100,2,261635511002,Block Group 2,G5030,S,985245,0,+42.4242975,-082.8974378,0
26,163,551100,3,261635511003,Block Group 3,G5030,S,829071,0,+42.4336690,-082.9050567,0
26,163,551200,4,261635512004,Block Group 4,G5030,S,388937,0,+42.4283005,-082.9150760,0
26,163,551200,5,261635512005,Block Group 5,G5030,S,282066,0,+42.4227688,-082.9134357,0
26,157,001300,4,261570013004,Block Group 4,G5030,S,24950382,104901,+43.2307702,-083.6506817,0
26,163,551400,2,261635514002,Block Group 2,G5030,S,334157,0,+42.4460004,-082.9246320,0
26,163,551600,1,261635516001,Block Group 1,G5030,S,428595,0,+42.4341202,-082.9431978,0
26,163,551700,1,261635517001,Block Group 1,G5030,S,464101,0,+42.4471283,-082.8820589,0
26,163,551700,3,261635517003,Block Group 3,G5030,S,445319,3264,+42.4473374,-082.8880687,0
26,163,551800,2,261635518002,Block Group 2,G5030,S,590578,0,+42.4467248,-082.9021279,0
26,163,551800,3,261635518003,Block Group 3,G5030,S,358694,0,+42.4474099,-082.9089141,0
26,163,552100,5,261635521005,Block Group 5,G5030,S,244869,0,+42.4006324,-083.0686473,0
26,163,552200,1,261635522001,Block Group 1,G5030,S,243405,0,+42.3941753,-083.0598923,0
26,163,552300,1,261635523001,Block Group 1,G5030,S,164085,0,+42.4001138,-083.0555762,0
26,163,552300,2,261635523002,Block Group 2,G5030,S,155985,0,+42.3977836,-083.0516482,0
26,163,552300,3,261635523003,Block Group 3,G5030,S,176269,0,+42.3964423,-083.0552242,0
26,087,333500,1,260873335001,Block Group 1,G5030,S,31390215,940607,+43.1194426,-083.2636425,0
26,087,333500,2,260873335002,Block Group 2,G5030,S,8250610,378883,+43.0738247,-083.2953900,0
26,087,334000,1,260873340001,Block Group 1,G5030,S,18205197,836099,+43.1223434,-083.3180101,0
26,087,334000,2,260873340002,Block Group 2,G5030,S,7809352,121904,+43.0747250,-083.3302907,0
26,125,196000,4,261251960004,Block Group 4,G5030,S,788795,0,+42.6031647,-083.0951803,0
26,163,552400,1,261635524001,Block Group 1,G5030,S,572776,0,+42.3977785,-083.0447274,0
26,125,167500,1,261251675001,Block Group 1,G5030,S,2070032,0,+42.4635033,-083.3256726,0
26,049,010610,1,260490106101,Block Group 1,G5030,S,2188056,0,+43.1261647,-083.8216406,0
26,049,010610,2,260490106102,Block Group 2,G5030,S,10696119,215123,+43.1269620,-083.8444389,0
26,049,010610,3,260490106103,Block Group 3,G5030,S,5996454,106847,+43.0969633,-083.8370224,0
26,049,010700,1,260490107001,Block Group 1,G5030,S,26488400,258938,+43.1105890,-083.8952799,0
26,049,010700,2,260490107002,Block Group 2,G5030,S,24673612,96946,+43.0634751,-083.9021688,0
26,049,010810,2,260490108102,Block Group 2,G5030,S,2030396,150438,+43.0425052,-083.7801612,0
26,049,013204,1,260490132041,Block Group 1,G5030,S,2384769,438336,+42.7994480,-083.7379242,0
26,049,013204,2,260490132042,Block Group 2,G5030,S,2735063,0,+42.7959088,-083.7218490,0
26,049,013204,3,260490132043,Block Group 3,G5030,S,1840294,258504,+42.7896526,-083.6961895,0
26,049,013204,4,260490132044,Block Group 4,G5030,S,2682880,0,+42.7867180,-083.7220594,0
26,049,013301,3,260490133013,Block Group 3,G5030,S,2223864,270359,+42.8303590,-083.6929820,0
26,087,333000,1,260873330001,Block Group 1,G5030,S,45477988,1187212,+43.1051454,-083.1982892,0
26,087,333000,2,260873330002,Block Group 2,G5030,S,45298894,1716579,+43.1077142,-083.1424915,0
26,125,196500,4,261251965004,Block Group 4,G5030,S,1062670,0,+42.5989111,-083.1921678,0
26,125,122400,4,261251224004,Block Group 4,G5030,S,569191,0,+42.7971729,-083.3672541,0
26,119,910300,1,261199103001,Block Group 1,G5030,S,123860563,4057910,+45.0202419,-083.9825473,0
26,119,910400,3,261199104003,Block Group 3,G5030,S,107678108,2716454,+44.9675021,-084.2816933,0
26,119,910200,1,261199102001,Block Group 1,G5030,S,337620730,5671912,+45.1017434,-084.2598491,0
26,105,950100,1,261059501001,Block Group 1,G5030,S,228440280,1403751,+44.0942757,-086.1892379,0
26,125,127300,4,261251273004,Block Group 4,G5030,S,821011,102925,+42.7143592,-083.4165159,0
26,125,127700,4,261251277004,Block Group 4,G5030,S,931799,0,+42.7145328,-083.3526850,0
26,125,130200,4,261251302004,Block Group 4,G5030,S,2609971,0,+42.6846638,-083.5440569,0
26,125,145200,3,261251452003,Block Group 3,G5030,S,433238,247637,+42.6236578,-083.3604417,0
26,125,181000,1,261251810001,Block Group 1,G5030,S,256960,0,+42.5233931,-083.1045245,0
26,155,031800,2,261550318002,Block Group 2,G5030,S,16786934,315755,+42.9369651,-084.0129099,0
26,125,191300,2,261251913002,Block Group 2,G5030,S,1631840,0,+42.6965698,-083.1035398,0
26,155,031301,2,261550313012,Block Group 2,G5030,S,57220150,856650,+42.8144092,-084.0616416,0
26,125,192000,2,261251920002,Block Group 2,G5030,S,1658724,0,+42.7021763,-083.1460511,0
26,125,191100,2,261251911002,Block Group 2,G5030,S,575333,0,+42.6893370,-083.1384610,0
26,125,191300,1,261251913001,Block Group 1,G5030,S,1523139,0,+42.6868902,-083.0994768,0
26,017,285202,2,260172852022,Block Group 2,G5030,S,17868099,10347251,+43.6199068,-083.7554061,0
26,115,832500,1,261158325001,Block Group 1,G5030,S,7886757,2229171,+41.8750968,-083.3825975,0
26,115,990000,0,261159900000,Block Group 0,G5030,S,0,292822814,+41.8855162,-083.2829512,0
26,103,002200,1,261030022001,Block Group 1,G5030,S,220591676,10316964,+46.3248577,-087.7492253,0
26,103,001200,3,261030012003,Block Group 3,G5030,S,94284649,2457699,+46.4453549,-087.2264025,0
26,103,000600,3,261030006003,Block Group 3,G5030,S,273825,0,+46.5676512,-087.3983158,0
26,103,001600,1,261030016001,Block Group 1,G5030,S,613108,0,+46.5083373,-087.6000981,0
26,159,011400,2,261590114002,Block Group 2,G5030,S,7805543,261202,+42.2190141,-086.1441064,0
26,159,010400,1,261590104001,Block Group 1,G5030,S,519720,0,+42.3953086,-086.2786595,0
26,159,010100,2,261590101002,Block Group 2,G5030,S,30494935,994070,+42.3791329,-085.9407619,0
26,159,010900,4,261590109004,Block Group 4,G5030,S,29341170,710422,+42.3104397,-085.8210642,0
26,159,990000,0,261599900000,Block Group 0,G5030,S,0,1199331201,+42.3303435,-086.6927998,0
26,159,010100,6,261590101006,Block Group 6,G5030,S,51287218,597025,+42.3785042,-085.7923345,0
26,159,010100,1,261590101001,Block Group 1,G5030,S,28945085,654857,+42.3708645,-085.9670952,0
26,159,011800,5,261590118005,Block Group 5,G5030,S,9908458,543605,+42.2353621,-085.9206829,0
26,145,002100,5,261450021005,Block Group 5,G5030,S,445018,0,+43.4402376,-083.9867001,0
26,145,010402,5,261450104025,Block Group 5,G5030,S,745867,0,+43.4397704,-084.0098935,0
26,145,012900,1,261450129001,Block Group 1,G5030,S,52035918,282682,+43.2820521,-084.0022750,0
26,145,012900,2,261450129002,Block Group 2,G5030,S,34941355,1401645,+43.2272829,-083.9618567,0
26,029,001500,3,260290015003,Block Group 3,G5030,S,1538047,160411,+45.3246904,-085.2463755,0
26,059,050100,3,260590501003,Block Group 3,G5030,S,46012941,1890871,+42.0145057,-084.4318624,0
26,059,050300,1,260590503001,Block Group 1,G5030,S,20956794,7408,+42.0509450,-084.7388956,0
26,059,050300,2,260590503002,Block Group 2,G5030,S,70913493,283757,+42.0211424,-084.7810923,0
26,059,050400,2,260590504002,Block Group 2,G5030,S,31204355,1174123,+41.9064112,-084.7705776,0
